"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Memories and portraits","","010876517","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person]","","","","","","1909","14th edition","x, 299 pages, 19 cm","","X26/7873","","","English","",""
"Memories and portraits","","010876520","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person]","","","","","Chatto & Windus","1917","","","824","W16/6251","","","English","",""
"Memories and portraits","","010876524","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person]","","","","","","1897","7th edition","","","W9/2159","","","English","",""
"Memories and portraits","","010876525","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person]","The St. Martin's Library","","","","Chatto & Windus","1904","","","","W15/0892","","","English","",""
"Memories and portraits","","010876526","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person]","","","","","","1912","","","","W7/2554","","","English","",""
"Memories and portraits","","010876527","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person]","","","","","","1920","","","","W11/2524","","","English","",""
"Memories and portraits","","014894846","Monograph","Language material ; Text","Volume","GBA910571","","9781847187857","Stevenson, Robert Louis","1850-1894","person","","Stevenson, Robert Louis, 1850-1894 [person]","","","England","Newcastle","CSP Classic Texts","2009","","1 volume, 22 cm","824.8","","","","English","",""
"Memories and portraits","","015684372","Monograph","Language material ; Text","Volume","GBB0D2842","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person]","Cambridge Scholars Publishing classic texts ; The complete works","volume 29 [The complete works]","England","Newcastle upon Tyne","Cambridge Scholars","2009","","vi, 131 pages, 21 cm","823.8","YC.2010.a.15774","Scotland--Social life and customs--19th century ; Authors, Scottish--19th century--Biography ; Stevenson, Robert Louis, 1850-1894","Biography","English","",""
"Memories and portraits. Selections","'A penny plain and twopence coloured' : from Memories and portraits, 1887","016661122","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","","Keen, Frances [person] ; Stevenson, Robert Louis, 1850-1894 [person] ; Keen, Alan [person]","","","England ; United Kingdom","","Favil Press","1947","","12 unnumbered pages, 20 cm","823.8","YD.2014.b.312","Scotland--Social life and customs--19th century ; Authors, Scottish--19th century--Biography ; Stevenson, Robert Louis, 1850-1894","Biography","English","Title from first page",""
"Memories of Fontainbleau","Picturesque notes on Edinburgh ; Picturesque notes on Edinburgh : Memories of Fontainebleau ; Random memories ; Prose works. Selections ; Random memories","010876795","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","works of Robert Louis Stevenson","volume 21 [works of Robert Louis Stevenson]","England","London","Eveleigh Nash & Grayson","","Lothian edition","","","X13/9964","","","English","",""
"Memories of Fontainbleau","Picturesque notes on Edinburgh ; Picturesque notes on Edinburgh : Memories of Fontainebleau ; Random memories ; Prose works. Selections ; Random memories","010876796","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Works of Robert Louis Stevenson","volume 21 [Works of Robert Louis Stevenson]","","","Eveleigh Nash & Grayson","","","","","W6/5115","","","English","",""
"Memories of the Picts","","002333720","Monograph","Language material ; Text","Volume","","","","MacRitchie, David","1851-1925","person","author","MacRitchie, David, 1851-1925, author [person]","","","Scotland","Edinburgh","","1900","","19 pages (8°)","","D-7701.bb.8. (6.)","Stevenson, Robert Louis, 1850-1894","","English","With special reference to R. L. Stevenson's poem: 'Heather Ale.' reprinted from 'The Scottish Antiquary,' January, 1900",""
"Memories","","003501776","Monograph","Language material ; Text","Volume","","","","","","","","","","","England ; Scotland","Edinburgh ; London","T. N. Foulis","1912","","","","10856.cc.14","Stevenson, Robert Louis, 1850-1894","","","Twenty-five portraits and views, with descriptive letterpress",""
"Memory of Robert Louis Stevenson","Robert Louis Stevenson : his place with us : the memory of Robert Louis Stevenson","013286555","Monograph","Language material ; Text","Volume","GBA574859","","","Lockerbie, Catherine","","person","","Lockerbie, Catherine [person] ; Robert Louis Stevenson Club [organisation]","","","Scotland","Edinburgh","Robert Louis Stevenson Club","2005","","1 volume (unpaged), portraits, 21 cm","","","Stevenson, Robert Louis, 1850-1894","","English","'The Robert Louis Stevenson Club annual luncheon, 13 November 2004, the Carlton Hotel, Edinburgh.' ; Cover title",""
"Men and Books","","010876528","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person]","","","","","Chatto & Windus","1897","12th edition","","","W9/2160","","","English","",""
"Merry adventures of Robin Hood","Achterhuis ; Adventures of Tom Sawyer ; David Copperfield ; Jungle book ; Moby Dick ; Oliver Twist ; Pegasus Classics Retold ; Tour du monde en quatre-vingts jours ; Treasure Island ; Trois mousquetaires ; Voyage au centre de la terre ; Wonderful wizard of Oz","019147624","Monograph","Language material ; Still image ; Text","Volume","GBB9F5144","","9788131944523 ; 9788131944530 ; 9788131944547 ; 9788131944554 ; 9788131944561 ; 9788131944578 ; 9788131944585 ; 9788131944592 ; 9788131944608 ; 9788131944615 ; 9788131944622 ; 9788131944639 ; 9788131948644","","","","","Dumas, Alexandre, 1802-1870 [person] ; Dickens, Charles, 1812-1870 [person] ; Baum, L. Frank (Lyman Frank), 1856-1919 [person] ; Kipling, Rudyard, 1865-1936 [person] ; Verne, Jules, 1828-1905 [person] ; Melville, Herman, 1819-1891 [person] ; Stevenson, Robert Louis, 1850-1894 [person] ; Twain, Mark, 1835-1910 [person] ; Pyle, Howard, 1853-1911 [person] ; Frank, Anne, 1929-1945 [person]","","","India","Noida, Uttar Pradesh","Pegasus for Kids","2018","","12 volumes, black and white illustrations, 20 cm","808.899282","YKL.2019.a.14856","","","English","In slipcase. Title from slipcase",""
"Merry men","Dr. Jekyll and Mr. Hyde : &, The Merry Men ; Strange case of Dr. Jekyll and Mr. Hyde ; The merry men ; Works. Selections","003501046","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","Everyman's Library","number 767 [Everyman's Library]","England","London ; Toronto","J M Dent","1925","","xii, 244 pages (8°)","","12206.p.1/572","Jekyll, Henry, (Fictitious character)--Fiction ; Hyde, Edward, (Fictitious character)--Fiction","Fiction","English","",""
"Merry men","Dr. Jekyll and Mr. Hyde : Island night's entertainment ; The merry men ; and other stories ; Island night's entertainment ; Strange case of Dr. Jekyll and Mr. Hyde ; The merry men ; Works. Selections","004138081","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Stevenson, Robert Louis, 1850-1894 [person]","","","","","Heron","1969","","","","X.909/18315","Jekyll, Henry, (Fictitious character)--Fiction ; Hyde, Edward, (Fictitious character)--Fiction","Fiction","English","",""
"Merry men. German","Die Zechkumpane","003501433","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Franzius, Franz, translator [person]","Insel-bücherei","number 378 [Insel-bücherei]","Germany","Leipzig","","1925","","70 pages (8°)","","012213.de.1/378","","","German","A translation of 'The Merry Men' from 'The Merry Men, and other tales and fables'",""
"Merry men. Portuguese","Olalla","003501434","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Morais, António de [person]","","","Portugal","Lisboa","","1942","","71 pages (8°)","","12642.a.64","","","Portuguese","",""
"Merry men. Spanish","Olalla","003501435","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Reyes, Alfonso, translator [person] ; Stevenson, Robert Louis, 1850-1894, author [person]","","","Spain","Madrid","","1922","","72 pages (16°)","","012629.e.16","","","Spanish","",""
"Merry men. Swedish","Olalla","003501436","Monograph","Language material ; Text","Volume","","","","Stevenson, Robert Louis","1850-1894","person","author","Stevenson, Robert Louis, 1850-1894, author [person] ; Gripenberg, Bertel, 1878-1947, translator [person]","","","Sweden","Stockholm","","1917","","95 pages (8°)","","12613.c.4","","","Swedish","",""
"Michael Foreman's Treasure Island","Treasure Island","015292285","Monograph","Language material ; Text","Volume","GBA959986","","9781843651178","Stevenson, Robert Louis","1850-1894","person","","Stevenson, Robert Louis, 1850-1894 [person] ; Foreman, Michael, 1938- [person]","","","England","London","Pavilion","2009","","1 volume, colour illustrations, 31 cm","823.8","","Pirates--Juvenile fiction","Adventure ; Children's fiction","English","",""
